,0.037,time
0,1,0
1,0.903167432,0.571906355
2,0.829428807,1.143812709
3,0.767315987,1.715719064
4,0.71394742,2.287625418
5,0.667860987,2.859531773
6,0.627970597,3.431438127
7,0.592841575,4.003344482
8,0.562777375,4.575250836
9,0.535792912,5.147157191
10,0.511363649,5.719063545
11,0.489163309,6.2909699
12,0.468893114,6.862876254
13,0.450373688,7.434782609
14,0.433353156,8.006688963
15,0.417668546,8.578595318
16,0.403164068,9.150501672
17,0.389689676,9.722408027
18,0.377154094,10.29431438
19,0.365422453,10.86622074
20,0.354464326,11.43812709
21,0.3441745,12.01003344
22,0.334460457,12.5819398
23,0.325317622,13.15384615
24,0.316675735,13.72575251
25,0.308492578,14.29765886
26,0.300742285,14.86956522
27,0.29337445,15.44147157
28,0.286379181,16.01337793
29,0.27971616,16.58528428
30,0.273370062,17.15719064
31,0.267314928,17.72909699
32,0.261529139,18.30100334
33,0.2560034,18.8729097
34,0.250714327,19.44481605
35,0.245650009,20.01672241
36,0.240798181,20.58862876
37,0.236149663,21.16053512
38,0.231679611,21.73244147
39,0.227390982,22.30434783
40,0.223269708,22.87625418
41,0.219308231,23.44816054
42,0.215494887,24.02006689
43,0.211826521,24.59197324
44,0.208291905,25.1638796
45,0.20488585,25.73578595
46,0.201602702,26.30769231
47,0.198434315,26.87959866
48,0.195379125,27.45150502
49,0.192424803,28.02341137
50,0.189577788,28.59531773
51,0.186822664,29.16722408
52,0.184158774,29.73913043
53,0.1815838,30.31103679
54,0.179094481,30.88294314
55,0.17668292,31.4548495
56,0.174349145,32.02675585
57,0.172088099,32.59866221
58,0.16989925,33.17056856
59,0.16777633,33.74247492
60,0.165719094,34.31438127
61,0.163724333,34.88628763
62,0.161788658,35.45819398
63,0.159911544,36.03010033
64,0.158088754,36.60200669
65,0.156319151,37.17391304
66,0.154601582,37.7458194
67,0.152932359,38.31772575
68,0.151312276,38.88963211
69,0.149734382,39.46153846
70,0.14820279,40.03344482
71,0.146713352,40.60535117
72,0.145264073,41.17725753
73,0.143855278,41.74916388
74,0.142484112,42.32107023
75,0.141150031,42.89297659
76,0.139851748,43.46488294
77,0.138581467,44.0367893
78,0.13735566,44.60869565
79,0.136156135,45.18060201
80,0.134987895,45.75250836
81,0.13384974,46.32441472
82,0.132740198,46.89632107
83,0.131659234,47.46822742
84,0.130604913,48.04013378
85,0.129577298,48.61204013
86,0.128575503,49.18394649
87,0.127597975,49.75585284
88,0.12664483,50.3277592
89,0.125714506,50.89966555
90,0.124806248,51.47157191
91,0.123920455,52.04347826
92,0.123054884,52.61538462
93,0.122211459,53.18729097
94,0.121387034,53.75919732
95,0.120581556,54.33110368
96,0.119794861,54.90301003
97,0.119026506,55.47491639
98,0.118276136,56.04682274
99,0.117542797,56.6187291
100,0.116826253,57.19063545
101,0.116125991,57.76254181
102,0.115440658,58.33444816
103,0.114774022,58.90635452
104,0.11411959,59.47826087
105,0.113480183,60.05016722
106,0.112855585,60.62207358
107,0.11224425,61.19397993
108,0.111644513,61.76588629
109,0.111059912,62.33779264
110,0.110490117,62.909699
111,0.109930697,63.48160535
112,0.10938117,64.05351171
113,0.108845591,64.62541806
