,0.75,time
0,1,0
1,0.90326699,0.571906355
2,0.829967171,1.143812709
3,0.768188805,1.715719064
4,0.715073968,2.287625418
5,0.669135976,2.859531773
6,0.627006151,3.431438127
7,0.592616823,4.003344482
8,0.563917623,4.575250836
9,0.538138276,5.147157191
10,0.514596714,5.719063545
11,0.493032111,6.2909699
12,0.47321519,6.862876254
13,0.45500144,7.434782609
14,0.438177848,8.006688963
15,0.422604939,8.578595318
16,0.408148812,9.150501672
17,0.394671556,9.722408027
18,0.382097288,10.29431438
19,0.370311484,10.86622074
20,0.359247823,11.43812709
21,0.348840455,12.01003344
22,0.339020459,12.5819398
23,0.329753783,13.15384615
24,0.320979625,13.72575251
25,0.312665016,14.29765886
26,0.304775583,14.86956522
27,0.297272806,15.44147157
28,0.290140055,16.01337793
29,0.283341248,16.58528428
30,0.276858199,17.15719064
31,0.270670597,17.72909699
32,0.264754849,18.30100334
33,0.259101919,18.8729097
34,0.253688406,19.44481605
35,0.248503411,20.01672241
36,0.243533868,20.58862876
37,0.238764326,21.16053512
38,0.234189359,21.73244147
39,0.229792806,22.30434783
40,0.225567675,22.87625418
41,0.221505147,23.44816054
42,0.217594287,24.02006689
43,0.213831894,24.59197324
44,0.210206228,25.1638796
45,0.206712448,25.73578595
46,0.203344664,26.30769231
47,0.200094511,26.87959866
48,0.196960174,27.45150502
49,0.19393284,28.02341137
50,0.191009245,28.59531773
51,0.188184704,29.16722408
52,0.185453332,29.73913043
53,0.182813882,30.31103679
54,0.180259542,30.88294314
55,0.177788146,31.4548495
56,0.175396024,32.02675585
57,0.173078761,32.59866221
58,0.170835519,33.17056856
59,0.168660977,33.74247492
60,0.166553591,34.31438127
61,0.164510525,34.88628763
62,0.162528375,35.45819398
63,0.160606567,36.03010033
64,0.158740935,36.60200669
65,0.156930284,37.17391304
66,0.15517241,37.7458194
67,0.15346467,38.31772575
68,0.151806661,38.88963211
69,0.150195089,39.46153846
70,0.148629092,40.03344482
71,0.147106855,40.60535117
72,0.145626219,41.17725753
73,0.144186891,41.74916388
74,0.142786183,42.32107023
75,0.14142348,42.89297659
76,0.140097355,43.46488294
77,0.138806147,44.0367893
78,0.137549647,44.60869565
79,0.136325664,45.18060201
80,0.135133779,45.75250836
81,0.133972727,46.32441472
82,0.132841247,46.89632107
83,0.131739152,47.46822742
84,0.13066468,48.04013378
85,0.129617441,48.61204013
86,0.128596472,49.18394649
87,0.127600643,49.75585284
88,0.126629897,50.3277592
89,0.125682724,50.89966555
90,0.124758832,51.47157191
91,0.123857463,52.04347826
92,0.122977647,52.61538462
93,0.122119309,53.18729097
94,0.121281174,53.75919732
95,0.120463058,54.33110368
96,0.119664241,54.90301003
97,0.118883997,55.47491639
98,0.118122245,56.04682274
99,0.117377965,56.6187291
100,0.116650982,57.19063545
101,0.115940718,57.76254181
102,0.11524653,58.33444816
103,0.114568396,58.90635452
104,0.113905408,59.47826087
105,0.113257473,60.05016722
106,0.112624064,60.62207358
107,0.11200466,61.19397993
108,0.111399237,61.76588629
109,0.110807028,62.33779264
110,0.110227963,62.909699
111,0.10966159,63.48160535
112,0.10910747,64.05351171
113,0.108565581,64.62541806
114,0.108035297,65.19732441
115,0.107516524,65.76923077
116,0.1070089,66.34113712
117,0.106512069,66.91304348
118,0.106025973,67.48494983
119,0.105550096,68.05685619
120,0.10508436,68.62876254
121,0.104628444,69.2006689
122,0.104182028,69.77257525
123,0.103745105,70.34448161
124,0.103317172,70.91638796
125,0.102898232,71.48829431
