,0.25,time
0,1,0
1,0.903255768,0.571906355
2,0.829860177,1.143812709
3,0.768026296,1.715719064
4,0.714858282,2.287625418
5,0.668901209,2.859531773
6,0.627667653,3.431438127
7,0.592873976,4.003344482
8,0.563518393,4.575250836
9,0.537102593,5.147157191
10,0.5130605,5.719063545
11,0.49112399,6.2909699
12,0.471037931,6.862876254
13,0.452643276,7.434782609
14,0.435704145,8.006688963
15,0.420067444,8.578595318
16,0.405584647,9.150501672
17,0.392109877,9.722408027
18,0.379558432,10.29431438
19,0.367811553,10.86622074
20,0.356797962,11.43812709
21,0.346448619,12.01003344
22,0.336692373,12.5819398
23,0.327492672,13.15384615
24,0.318788192,13.72575251
25,0.31054438,14.29765886
26,0.302726185,14.86956522
27,0.29529482,15.44147157
28,0.288232577,16.01337793
29,0.281503509,16.58528428
30,0.275088909,17.15719064
31,0.268968495,17.72909699
32,0.26311851,18.30100334
33,0.257529593,18.8729097
34,0.252178419,19.44481605
35,0.247054054,20.01672241
36,0.242143231,20.58862876
37,0.237430722,21.16053512
38,0.232910971,21.73244147
39,0.228567798,22.30434783
40,0.224394297,22.87625418
41,0.220381586,23.44816054
42,0.216518875,24.02006689
43,0.212802897,24.59197324
44,0.209222014,25.1638796
45,0.205771347,25.73578595
46,0.202445221,26.30769231
47,0.199235203,26.87959866
48,0.196139554,27.45150502
49,0.193149408,28.02341137
50,0.190261682,28.59531773
51,0.187471722,29.16722408
52,0.184773673,29.73913043
53,0.182166283,30.31103679
54,0.179642896,30.88294314
55,0.17720127,31.4548495
56,0.174837819,32.02675585
57,0.172548197,32.59866221
58,0.170331583,33.17056856
59,0.16818273,33.74247492
60,0.166100071,34.31438127
61,0.164080827,34.88628763
62,0.162121692,35.45819398
63,0.16022197,36.03010033
64,0.158377709,36.60200669
65,0.156587669,37.17391304
66,0.154849685,37.7458194
67,0.153161135,38.31772575
68,0.151521571,38.88963211
69,0.149927859,39.46153846
70,0.148379021,40.03344482
71,0.146873261,40.60535117
72,0.145408664,41.17725753
73,0.14398478,41.74916388
74,0.14259911,42.32107023
75,0.141251022,42.89297659
76,0.139939093,43.46488294
77,0.138661551,44.0367893
78,0.137418339,44.60869565
79,0.136207226,45.18060201
80,0.135027671,45.75250836
81,0.133878468,46.32441472
82,0.132758343,46.89632107
83,0.131667143,47.46822742
84,0.130603137,48.04013378
85,0.129565857,48.61204013
86,0.128554603,49.18394649
87,0.127568049,49.75585284
88,0.1266062,50.3277592
89,0.125667571,50.89966555
90,0.124751924,51.47157191
91,0.123858441,52.04347826
92,0.122986211,52.61538462
93,0.122135184,53.18729097
94,0.121304134,53.75919732
95,0.120492873,54.33110368
96,0.119700677,54.90301003
97,0.118926877,55.47491639
98,0.118171355,56.04682274
99,0.117432896,56.6187291
100,0.116712003,57.19063545
101,0.116007413,57.76254181
102,0.115318773,58.33444816
103,0.114646035,58.90635452
104,0.113988283,59.47826087
105,0.113345438,60.05016722
106,0.112716939,60.62207358
107,0.1121023,61.19397993
108,0.11150079,61.76588629
109,0.110913726,62.33779264
110,0.110338938,62.909699
111,0.109776694,63.48160535
112,0.1092266,64.05351171
113,0.108688583,64.62541806
114,0.108162017,65.19732441
115,0.107646837,65.76923077
116,0.107142688,66.34113712
117,0.106649177,66.91304348
118,0.10616629,67.48494983
119,0.105693476,68.05685619
120,0.105230704,68.62876254
121,0.104777618,69.2006689
122,0.104333943,69.77257525
123,0.103899649,70.34448161
124,0.103474221,70.91638796
125,0.103057687,71.48829431
126,0.102649718,72.06020067
127,0.102250037,72.63210702
128,0.101858678,73.20401338
129,0.101475195,73.77591973
130,0.101099602,74.34782609
131,0.100731566,74.91973244
132,0.100370935,75.4916388
133,0.100017706,76.06354515
134,0.099671455,76.63545151
135,0.099332291,77.20735786
136,0.098999866,77.77926421
137,0.098673991,78.35117057
138,0.09835477,78.92307692
139,0.098041783,79.49498328
140,0.097735029,80.06688963
141,0.097434326,80.63879599
142,0.097139512,81.21070234
143,0.096850572,81.7826087
144,0.096567211,82.35451505
145,0.096289464,82.9264214
146,0.096017103,83.49832776
147,0.095749989,84.07023411
148,0.095488154,84.64214047
149,0.095231312,85.21404682
150,0.094979479,85.78595318
151,0.09473247,86.35785953
152,0.094490202,86.92976589
153,0.094252648,87.50167224
154,0.094019567,88.0735786
155,0.093790995,88.64548495
156,0.093566752,89.2173913
157,0.093346765,89.78929766
158,0.093131,90.36120401
159,0.092919266,90.93311037
160,0.092711572,91.50501672
161,0.092507805,92.07692308
162,0.09230784,92.64882943
163,0.092111692,93.22073579
164,0.091919079,93.79264214
165,0.091730291,94.36454849
166,0.091544946,94.93645485
167,0.091363029,95.5083612
168,0.091184535,96.08026756
169,0.091009334,96.65217391
170,0.090837418,97.22408027
171,0.090668676,97.79598662
172,0.090503047,98.36789298
173,0.090340515,98.93979933
174,0.090180931,99.51170569
175,0.090024309,100.083612
176,0.089870587,100.6555184
177,0.089719643,101.2274247
178,0.089571549,101.7993311
179,0.089426082,102.3712375
180,0.089283327,102.9431438
181,0.089143137,103.5150502
182,0.089005535,104.0869565
183,0.088870445,104.6588629
184,0.088737779,105.2307692
185,0.088607557,105.8026756
186,0.088479683,106.3745819
187,0.088354118,106.9464883
188,0.088230847,107.5183946
189,0.088109772,108.090301
190,0.087990903,108.6622074
191,0.087874178,109.2341137
192,0.087759532,109.8060201
193,0.087646821,110.3779264
194,0.087536443,110.9498328
195,0.087427917,111.5217391
196,0.087321322,112.0936455
197,0.087216648,112.6655518
198,0.087113898,113.2374582
199,0.087012935,113.8093645
200,0.086913806,114.3812709
201,0.08681646,114.9531773
202,0.08672087,115.5250836
203,0.086626972,116.09699
204,0.086534775,116.6688963
205,0.086444217,117.2408027
206,0.086355284,117.812709
207,0.086267927,118.3846154
208,0.086182145,118.9565217
209,0.086097882,119.5284281
210,0.086015127,120.1003344
211,0.085933864,120.6722408
212,0.085854028,121.2441472
213,0.085775643,121.8160535
214,0.085698608,122.3879599
215,0.085622986,122.9598662
216,0.085548689,123.5317726
217,0.0854757,124.1036789
218,0.085404049,124.6755853
219,0.085333626,125.2474916
220,0.085264487,125.819398
221,0.085196563,126.3913043
222,0.085129837,126.9632107
223,0.085064298,127.5351171
224,0.084999919,128.1070234
225,0.084936676,128.6789298
226,0.084874563,129.2508361
227,0.084813556,129.8227425
228,0.084753623,130.3946488
229,0.084694737,130.9665552
230,0.084636905,131.5384615
231,0.084580092,132.1103679
232,0.084524287,132.6822742
233,0.084469453,133.2541806
234,0.0844156,133.826087
235,0.084362704,134.3979933
236,0.084310729,134.9698997
237,0.084259686,135.541806
238,0.084209526,136.1137124
239,0.084160257,136.6856187
240,0.084111889,137.2575251
241,0.084064315,137.8294314
242,0.084017611,138.4013378
243,0.083971724,138.9732441
244,0.083926644,139.5451505
245,0.083882367,140.1170569
246,0.083838855,140.6889632
247,0.083796114,141.2608696
248,0.083754137,141.8327759
249,0.083712876,142.4046823
250,0.08367238,142.9765886
251,0.083632539,143.548495
252,0.083593446,144.1204013
253,0.083555014,144.6923077
254,0.083517263,145.264214
255,0.083480187,145.8361204
256,0.083443748,146.4080268
257,0.08340797,146.9799331
258,0.083372797,147.5518395
259,0.083338239,148.1237458
260,0.083304314,148.6956522
261,0.083270951,149.2675585
262,0.083238196,149.8394649
263,0.083206016,150.4113712
264,0.083174402,150.9832776
265,0.083143338,151.5551839
266,0.083112819,152.1270903
267,0.083082842,152.6989967
268,0.083053367,153.270903
269,0.083024417,153.8428094
270,0.08299601,154.4147157
271,0.082968062,154.9866221
272,0.082940622,155.5585284
273,0.082913674,156.1304348
274,0.082887154,156.7023411
275,0.082861132,157.2742475
276,0.082835573,157.8461538
277,0.082810441,158.4180602
278,0.082785778,158.9899666
279,0.082761503,159.5618729
280,0.082737673,160.1337793
281,0.082714279,160.7056856
282,0.082691293,161.277592
283,0.082668691,161.8494983
284,0.082646485,162.4214047
285,0.082624681,162.993311
286,0.082603238,163.5652174
287,0.082582216,164.1371237
288,0.08256156,164.7090301
289,0.082541194,165.2809365
290,0.082521262,165.8528428
