,2,time
111,0.10960663,63.48160535
112,0.109048251,64.05351171
113,0.108502222,64.62541806
114,0.107967899,65.19732441
115,0.107445221,65.76923077
116,0.10693379,66.34113712
117,0.106433234,66.91304348
118,0.105943549,67.48494983
119,0.105464147,68.05685619
120,0.104994984,68.62876254
121,0.104535736,69.2006689
122,0.104086078,69.77257525
123,0.103645999,70.34448161
124,0.103214992,70.91638796
125,0.102793036,71.48829431
126,0.102379826,72.06020067
127,0.1019751,72.63210702
128,0.101578844,73.20401338
129,0.101190638,73.77591973
130,0.100810469,74.34782609
131,0.100437975,74.91973244
132,0.100073063,75.4916388
133,0.099715665,76.06354515
134,0.099365354,76.63545151
135,0.099022254,77.20735786
136,0.09868602,77.77926421
137,0.09835641,78.35117057
138,0.0980336,78.92307692
139,0.097717056,79.49498328
140,0.097406918,80.06688963
141,0.097102909,80.63879599
142,0.096804861,81.21070234
143,0.096512801,81.7826087
144,0.096226402,82.35451505
145,0.095945573,82.9264214
146,0.095670377,83.49832776
147,0.095400462,84.07023411
148,0.095135889,84.64214047
149,0.094876398,85.21404682
150,0.094621987,85.78595318
151,0.094372488,86.35785953
152,0.094127821,86.92976589
153,0.093887901,87.50167224
154,0.093652558,88.0735786
155,0.093421781,88.64548495
156,0.09319541,89.2173913
157,0.0929734,89.78929766
158,0.092755599,90.36120401
159,0.092541948,90.93311037
160,0.09233241,91.50501672
161,0.092126823,92.07692308
162,0.091925111,92.64882943
163,0.091727289,93.22073579
164,0.091533159,93.79264214
165,0.091342716,94.36454849
166,0.09115584,94.93645485
167,0.090972438,95.5083612
168,0.090792559,96.08026756
169,0.09061599,96.65217391
170,0.09044277,97.22408027
171,0.090272756,97.79598662
172,0.0901059,98.36789298
173,0.089942192,98.93979933
174,0.089781494,99.51170569
175,0.089623801,100.083612
176,0.089469554,100.6555184
177,0.089317662,101.2274247
178,0.089167992,101.7993311
179,0.089022172,102.3712375
180,0.088877987,102.9431438
181,0.088736985,103.5150502
182,0.088598549,104.0869565
183,0.088462686,104.6588629
184,0.088329263,105.2307692
185,0.088198343,105.8026756
186,0.088069797,106.3745819
187,0.087943582,106.9464883
188,0.087819697,107.5183946
189,0.087698048,108.090301
190,0.087578655,108.6622074
191,0.087461416,109.2341137
192,0.087346287,109.8060201
193,0.087233281,110.3779264
194,0.087122305,110.9498328
195,0.087013368,111.5217391
196,0.086906408,112.0936455
197,0.086801361,112.6655518
198,0.086698247,113.2374582
199,0.086596956,113.8093645
200,0.086497518,114.3812709
201,0.086399854,114.9531773
202,0.086303975,115.5250836
203,0.086209847,116.09699
204,0.086117365,116.6688963
205,0.086026587,117.2408027
206,0.085937419,117.812709
207,0.085849865,118.3846154
208,0.085763882,118.9565217
209,0.085679428,119.5284281
210,0.085596509,120.1003344
211,0.085515061,120.6722408
212,0.085435061,121.2441472
213,0.085356523,121.8160535
214,0.085279371,122.3879599
215,0.085202945,122.9598662
216,0.085129209,123.5317726
217,0.085055368,124.1036789
218,0.084984352,124.6755853
219,0.084913833,125.2474916
220,0.084844612,125.819398
221,0.08477757,126.3913043
222,0.084709803,126.9632107
223,0.084644214,127.5351171
224,0.084579764,128.1070234
225,0.084516486,128.6789298
226,0.084454329,129.2508361
227,0.084393262,129.8227425
228,0.084333302,130.3946488
229,0.08427438,130.9665552
230,0.084216515,131.5384615
231,0.084159684,132.1103679
232,0.084103848,132.6822742
233,0.08404901,133.2541806
234,0.083995132,133.826087
235,0.083942211,134.3979933
236,0.083890215,134.9698997
237,0.083839161,135.541806
238,0.083788997,136.1137124
239,0.083739706,136.6856187
240,0.083689756,137.2575251
241,0.083642198,137.8294314
242,0.083597068,138.4013378
243,0.083551196,138.9732441
244,0.083506112,139.5451505
245,0.083461834,140.1170569
246,0.083418337,140.6889632
247,0.083375529,141.2608696
248,0.083333633,141.8327759
249,0.083292399,142.4046823
250,0.083251865,142.9765886
251,0.083212062,143.548495
252,0.083172978,144.1204013
253,0.083134596,144.6923077
254,0.083096849,145.264214
255,0.0830598,145.8361204
256,0.083023391,146.4080268
257,0.082987608,146.9799331
258,0.082952469,147.5518395
259,0.082917959,148.1237458
260,0.082884043,148.6956522
261,0.082850719,149.2675585
262,0.08281798,149.8394649
263,0.082785804,150.4113712
264,0.082754264,150.9832776
265,0.082723279,151.5551839
266,0.082692864,152.1270903
267,0.082662786,152.6989967
268,0.082633378,153.270903
269,0.082604479,153.8428094
270,0.082576066,154.4147157
271,0.082548156,154.9866221
272,0.082520737,155.5585284
273,0.082493821,156.1304348
274,0.08246733,156.7023411
275,0.082441353,157.2742475
276,0.082415834,157.8461538
277,0.082390772,158.4180602
278,0.082366157,158.9899666
279,0.082341954,159.5618729
280,0.08231819,160.1337793
281,0.082294805,160.7056856
282,0.082271893,161.277592
283,0.082249345,161.8494983
284,0.082227183,162.4214047
285,0.082205387,162.993311
286,0.08218404,163.5652174
287,0.082163043,164.1371237
288,0.082142411,164.7090301
289,0.082122113,165.2809365
290,0.082102224,165.8528428
291,0.082082677,166.4247492
292,0.082063469,166.9966555
293,0.082044591,167.5685619
294,0.082026049,168.1404682
295,0.082007842,168.7123746
296,0.081989936,169.2842809
297,0.081972342,169.8561873
298,0.081955061,170.4280936
299,0.08193809,171
