,0,time
0,1,0
1,1,0.571906355
2,1,1.143812709
3,1,1.715719064
4,1,2.287625418
5,1,2.859531773
6,1,3.431438127
7,1,4.003344482
8,1,4.575250836
9,1,5.147157191
10,1,5.719063545
11,1,6.2909699
12,1,6.862876254
13,1,7.434782609
14,1,8.006688963
15,1,8.578595318
16,1,9.150501672
17,1,9.722408027
18,1,10.29431438
19,1,10.86622074
20,1,11.43812709
21,1,12.01003344
22,1,12.5819398
23,1,13.15384615
24,1,13.72575251
25,1,14.29765886
26,1,14.86956522
27,1,15.44147157
28,1,16.01337793
29,1,16.58528428
30,1,17.15719064
31,1,17.72909699
32,1,18.30100334
33,1,18.8729097
34,1,19.44481605
35,1,20.01672241
36,1,20.58862876
37,1,21.16053512
38,1,21.73244147
39,1,22.30434783
40,1,22.87625418
41,1,23.44816054
42,1,24.02006689
43,1,24.59197324
44,1,25.1638796
45,1,25.73578595
46,1,26.30769231
47,1,26.87959866
48,1,27.45150502
49,1,28.02341137
50,1,28.59531773
51,1,29.16722408
52,1,29.73913043
53,1,30.31103679
54,1,30.88294314
55,1,31.4548495
56,1,32.02675585
57,1,32.59866221
58,1,33.17056856
59,1,33.74247492
60,1,34.31438127
61,1,34.88628763
62,1,35.45819398
63,1,36.03010033
64,1,36.60200669
65,1,37.17391304
66,1,37.7458194
67,1,38.31772575
68,1,38.88963211
69,1,39.46153846
70,1,40.03344482
71,1,40.60535117
72,1,41.17725753
73,1,41.74916388
74,1,42.32107023
75,1,42.89297659
76,1,43.46488294
77,1,44.0367893
78,1,44.60869565
79,1,45.18060201
80,1,45.75250836
81,1,46.32441472
82,1,46.89632107
83,1,47.46822742
84,1,48.04013378
85,1,48.61204013
86,1,49.18394649
87,1,49.75585284
88,1,50.3277592
89,1,50.89966555
90,1,51.47157191
91,1,52.04347826
92,1,52.61538462
93,1,53.18729097
94,1,53.75919732
95,1,54.33110368
96,1,54.90301003
97,1,55.47491639
98,1,56.04682274
99,1,56.6187291
100,1,57.19063545
101,1,57.76254181
102,1,58.33444816
103,1,58.90635452
104,1,59.47826087
105,1,60.05016722
106,1,60.62207358
107,1,61.19397993
108,1,61.76588629
109,1,62.33779264
110,1,62.909699
111,1,63.48160535
112,1,64.05351171
113,1,64.62541806
114,1,65.19732441
115,1,65.76923077
116,1,66.34113712
117,1,66.91304348
118,1,67.48494983
119,1,68.05685619
120,1,68.62876254
121,1,69.2006689
122,1,69.77257525
123,1,70.34448161
124,1,70.91638796
125,1,71.48829431
126,1,72.06020067
127,1,72.63210702
128,1,73.20401338
129,1,73.77591973
130,1,74.34782609
131,1,74.91973244
132,1,75.4916388
133,1,76.06354515
134,1,76.63545151
135,1,77.20735786
136,1,77.77926421
137,1,78.35117057
138,1,78.92307692
139,1,79.49498328
140,1,80.06688963
141,1,80.63879599
142,1,81.21070234
143,1,81.7826087
144,1,82.35451505
145,1,82.9264214
146,1,83.49832776
147,1,84.07023411
148,1,84.64214047
149,1,85.21404682
150,1,85.78595318
151,1,86.35785953
152,1,86.92976589
153,1,87.50167224
154,1,88.0735786
155,1,88.64548495
156,1,89.2173913
157,1,89.78929766
158,1,90.36120401
159,1,90.93311037
160,1,91.50501672
161,1,92.07692308
162,1,92.64882943
163,1,93.22073579
164,1,93.79264214
165,1,94.36454849
166,1,94.93645485
167,1,95.5083612
168,1,96.08026756
169,1,96.65217391
170,1,97.22408027
171,1,97.79598662
172,1,98.36789298
173,1,98.93979933
174,1,99.51170569
175,1,100.083612
176,1,100.6555184
177,1,101.2274247
178,1,101.7993311
179,1,102.3712375
180,1,102.9431438
181,1,103.5150502
182,1,104.0869565
183,1,104.6588629
184,1,105.2307692
185,1,105.8026756
186,1,106.3745819
187,1,106.9464883
188,1,107.5183946
189,1,108.090301
190,1,108.6622074
191,1,109.2341137
192,1,109.8060201
193,1,110.3779264
194,1,110.9498328
195,1,111.5217391
196,1,112.0936455
197,1,112.6655518
198,1,113.2374582
199,1,113.8093645
200,1,114.3812709
201,1,114.9531773
202,1,115.5250836
203,1,116.09699
204,1,116.6688963
205,1,117.2408027
206,1,117.812709
207,1,118.3846154
208,1,118.9565217
209,1,119.5284281
210,1,120.1003344
211,1,120.6722408
212,1,121.2441472
213,1,121.8160535
214,1,122.3879599
215,1,122.9598662
216,1,123.5317726
217,1,124.1036789
218,1,124.6755853
219,1,125.2474916
220,1,125.819398
221,1,126.3913043
222,1,126.9632107
223,1,127.5351171
224,1,128.1070234
225,1,128.6789298
226,1,129.2508361
227,1,129.8227425
228,1,130.3946488
229,1,130.9665552
230,1,131.5384615
231,1,132.1103679
232,1,132.6822742
233,1,133.2541806
234,1,133.826087
235,1,134.3979933
236,1,134.9698997
237,1,135.541806
238,1,136.1137124
239,1,136.6856187
240,1,137.2575251
241,1,137.8294314
242,1,138.4013378
243,1,138.9732441
244,1,139.5451505
245,1,140.1170569
246,1,140.6889632
247,1,141.2608696
248,1,141.8327759
249,1,142.4046823
250,1,142.9765886
251,1,143.548495
252,1,144.1204013
253,1,144.6923077
254,1,145.264214
255,1,145.8361204
256,1,146.4080268
257,1,146.9799331
258,1,147.5518395
259,1,148.1237458
260,1,148.6956522
261,1,149.2675585
262,1,149.8394649
263,1,150.4113712
264,1,150.9832776
265,1,151.5551839
266,1,152.1270903
267,1,152.6989967
268,1,153.270903
269,1,153.8428094
270,1,154.4147157
271,1,154.9866221
272,1,155.5585284
273,1,156.1304348
274,1,156.7023411
275,1,157.2742475
276,1,157.8461538
277,1,158.4180602
278,1,158.9899666
279,1,159.5618729
280,1,160.1337793
281,1,160.7056856
282,1,161.277592
283,1,161.8494983
284,1,162.4214047
285,1,162.993311
286,1,163.5652174
287,1,164.1371237
288,1,164.7090301
289,1,165.2809365
290,1,165.8528428
291,1,166.4247492
292,1,166.9966555
293,1,167.5685619
294,1,168.1404682
295,1,168.7123746
296,1,169.2842809
297,1,169.8561873
298,1,170.4280936
299,1,171
